NUM,MIN,MAX,AVG
0,0.001923173,0.004826999,0.0036325025
1,0.001796758,0.004843621,0.003618332850000001
2,0.001877496,0.005092328,0.0036170931300000004
3,0.001899426,0.005335938,0.003607730159999999
4,0.00191095,0.004886643,0.003428659820000001
5,0.001856333,0.004601687,0.0031077003600000004
6,0.001821203,0.004804928,0.00299429416
7,0.001872537,0.004634024,0.0030807545499999993
8,0.001927852,0.004721397,0.003458148629999999
9,0.00187135,0.004766026,0.0033476842700000003
10,0.001721469,0.004747517,0.003159850789999999
11,0.001868137,0.004977228,0.0034436569599999994
12,0.001784606,0.004907247,0.00311740359
13,0.001923941,0.004848021,0.003433489380000001
14,0.001882106,0.004797455,0.00345392735
15,0.001936373,0.004927571,0.0035032512100000007
16,0.001868626,0.004988962,0.003624901559999999
17,0.001923312,0.004877354,0.0035320953100000008
18,0.001944126,0.004915558,0.00353851663
19,0.001862829,0.004991476,0.0037027727499999996
20,0.00195125,0.005517387,0.003577742010000001
21,0.001913115,0.005211479,0.0036972538199999995
22,0.002000557,0.005186685,0.00380768605
23,0.002021301,0.005479114,0.00393530844
24,0.002125505,0.005917164,0.0039780267
25,0.002336288,0.006416256,0.00443763751
26,0.002776993,0.007395931,0.005245295989999998
27,0.003294453,0.008836774,0.006635256619999999
28,0.00433524,0.011388735,0.008571780170000003
29,0.005282998,0.015739619,0.010723286829999994
30,0.007673972,0.022201133,0.017386481729999997
31,0.010706028,0.031788988,0.02185828523000001
32,0.015921139,0.045553822,0.028021755610000004
33,0.02507353,0.047920003,0.03605568372000001
34,0.039232272,0.069895964,0.051159822759999994
35,0.06328436,0.090929965,0.07422716781000001
36,0.099380093,0.130367852,0.11001849901000002
37,0.160662219,0.181988159,0.17149498578999997
38,0.259853179,0.313639708,0.29217403144
39,0.427712346,0.507081904,0.4672822039700001
40,0.679795601,0.780021756,0.7421787456000001
