NUM,MIN,MAX,AVG
0,0.000386716,0.001274409,0.00090728973
1,0.00096452,0.001245495,0.00102106738
2,0.000792359,0.001359267,0.00102852866
3,0.000377637,0.001307584,0.0005141364900000002
4,0.000328538,0.001312822,0.0005971921300000001
5,0.000385249,0.001230897,0.0009763271400000006
6,0.000337826,0.001406481,0.0008060682300000001
7,0.000384481,0.001260511,0.0007064097500000002
8,0.000354518,0.001225869,0.0008324363700000001
9,0.000334963,0.001181938,0.00040307495000000006
10,0.000360525,0.001127461,0.0004325593799999999
11,0.000365274,0.001339432,0.0007854500899999996
12,0.000341109,0.001270917,0.0006805368000000001
13,0.000513619,0.001326581,0.0010210073200000002
14,0.000335801,0.001348442,0.0007125090599999997
15,0.000378684,0.00140229,0.0008677394900000004
16,0.000905433,0.001500139,0.00105255854
17,0.000809121,0.001387484,0.00107777574
18,0.000401941,0.001297946,0.00047943468
19,0.00054407,0.001349909,0.0010652789400000002
20,0.000437631,0.001417726,0.00085415665
21,0.000529683,0.001585416,0.00125887011
22,0.001107277,0.001754853,0.0014464409100000003
23,0.001364645,0.002019066,0.0016870749499999992
24,0.000700866,0.002297317,0.0009345058200000001
25,0.002475903,0.003075987,0.0027476506700000003
26,0.001238231,0.003987008,0.00324213365
27,0.001816943,0.00563598,0.00279840287
28,0.00274745,0.008403684,0.00591949735
29,0.004237322,0.013511937,0.008559657499999998
30,0.006568093,0.019220553,0.007288994670000002
31,0.010367085,0.022733123,0.01086335326
32,0.016506488,0.039165509,0.017627453540000004
33,0.02649475,0.054960236,0.02930007157000001
34,0.042428113,0.070328576,0.04474696449
35,0.06857065,0.099137545,0.07223899232000001
36,0.11092969,0.130408589,0.11405789263000005
37,0.17921238,0.215851699,0.18453905072
38,0.289442112,0.329349623,0.29646022929
39,0.4688145,0.507898014,0.47584778392000016
40,0.758002453,0.822940264,0.77130850278
